customer_number,berlangganan_deposito
644791,0.052447575862525894
176058,0.0841937534612947
979898,0.024808706372598747
503495,0.04304194424175358
878173,0.03883912763241196
722870,0.1084595095864896
724786,0.027650035288244407
659692,0.11791363256674754
159203,0.024310486060971345
155945,0.1260661647404801
277862,0.03343049570614652
873897,0.09312217528435118
445443,0.05415528173000531
818967,0.03408443694291471
478589,0.12559648223460654
991622,0.040871510509804775
511840,0.06565816693009811
459299,0.03395289738000793
822075,0.03639552190142122
523100,0.20057193420611513
304343,0.03457315955698364
221439,0.04286157085164488
818521,0.15032562975463232
728235,0.028439946125693165
917490,0.15946544477684454
108047,0.10821104201079722
104801,0.03574925658808822
273368,0.7657924079611822
676406,0.04157356000148245
278995,0.11006493819557274
112831,0.7533824456053244
601516,0.1390781568373075
296954,0.5884346149076664
982848,0.06662285547586379
428287,0.06733249086617976
679849,0.06286722224859433
744389,0.035664259274162766
558008,0.14259967974343557
861444,0.04709118867648557
826041,0.0262517608101888
869683,0.03634696776590586
800301,0.03711622688515172
590588,0.07345401120008414
476971,0.07464587629413587
897567,0.346193467462028
710714,0.10768822118207279
791479,0.050310973364747075
198512,0.06331301346450124
726908,0.35576107967956766
465365,0.055041128221068526
487974,0.03179862272937332
103998,0.705726211407581
450545,0.060580243051255055
700295,0.08283381243870386
592903,0.0573327033869722
740969,0.04173171611424646
545984,0.5795872564172673
792271,0.5536310493882992
638055,0.05677639010301728
905049,0.12549073497567387
769789,0.04801714730514146
285737,0.118569399436954
697928,0.042412886575857366
539662,0.5736343081574925
426578,0.03492228369039362
914620,0.02973341356606049
122847,0.03515020371169507
448954,0.05568598587856961
664546,0.07571332807925812
252673,0.038052743318568505
379979,0.047637786159642086
739389,0.030689041508424605
896794,0.2575444714359233
922027,0.03950492492710487
788709,0.09645898398442239
226556,0.39139573231443225
635801,0.32141055902570076
724670,0.08379635950202842
456865,0.050266591400247224
789206,0.030973816828474995
713452,0.04823909838440874
503601,0.0639780608952236
694845,0.05814603805775824
699198,0.06188696076669821
871218,0.013728375716977236
701739,0.469867595470869
792667,0.052353379966211804
265126,0.08181502565185687
985164,0.058448815571650714
225460,0.037844048904705045
277911,0.15174715019151663
131758,0.08815361474792735
396481,0.046173637819200225
224647,0.052974218931874865
763141,0.08429470159544142
579637,0.06872093065758067
534004,0.03191390409085516
390471,0.07920538766400494
585692,0.026583926086905477
487001,0.044858686128243445
274990,0.058042611299815076
676316,0.1751377207575591
468239,0.025090257806833702
212058,0.02119479978266036
967235,0.03734505567956837
464472,0.07641136216874923
269117,0.13240596072422944
582426,0.04112673217825241
576946,0.03708031174522177
932807,0.044183590380814444
689967,0.09514012142686995
189240,0.029060850879106346
628987,0.024017855473212037
581662,0.036447706458753545
294999,0.034847044199320575
219955,0.05617525858352102
496583,0.12251074912280595
494591,0.039173675902438046
232619,0.07482472968487877
472050,0.1592360207081048
729890,0.5917169991024268
426399,0.08474116926311195
322143,0.0448814671594595
110452,0.10703670604035631
183222,0.12515641823364262
913723,0.030735208436646937
830481,0.1938225173378174
378477,0.06162388333204214
296209,0.04610070871302744
190961,0.05998108412390991
230615,0.05930158527422608
267515,0.07461510193718889
373488,0.03518579143838119
978201,0.025259988847261418
477140,0.06914580710537557
485900,0.3691266349089499
869092,0.04597951626336544
223766,0.0323872378509743
690418,0.05934684106183478
758624,0.22046645621627
615065,0.06417562963298606
591932,0.03421885977137071
308745,0.025178233593645356
913671,0.05176505353561693
834323,0.04907983941480876
659254,0.21780856009287272
193611,0.041831221553024205
750025,0.28321503101748186
537106,0.03128280009252156
898654,0.04337643672475965
210175,0.05868530564168743
288396,0.06352426422321152
737836,0.07950980695913021
421587,0.04753607940676083
529398,0.05240492279282235
639811,0.7917907896523644
284972,0.050056294196254236
514337,0.031220038084889143
271244,0.025059193292645617
328686,0.023303609331829307
362004,0.07361757005960576
816914,0.11019296935163955
507435,0.2755512660537183
712306,0.029220681641481245
254685,0.027426385340837762
386884,0.11033721070839073
851130,0.11947856861688853
460150,0.5293785857421841
811973,0.02707625126095042
745161,0.062486759906696596
315385,0.026836385433426705
563315,0.07023612114473557
338389,0.03327102531495671
365425,0.14204898627494494
561291,0.06503148014206116
270500,0.0809711871061936
196114,0.17750430214877574
997564,0.03604342121668699
992095,0.684060657741943
876322,0.5031084126857568
276632,0.08599815939592427
560577,0.14849440361703423
680475,0.03867220523251353
930873,0.02903638674728198
555807,0.06362327624454156
946777,0.4229432485044579
188093,0.21468900184440307
482963,0.34523392620872206
193273,0.06790881513384611
283090,0.14382711622485586
848119,0.08520295281868294
497484,0.7235262399598245
356839,0.0749324089143134
632869,0.03444998928412458
406814,0.058126126801694905
641533,0.0549686047908559
301093,0.12188486611636316
660104,0.2984515331226421
780953,0.026383144914883035
340391,0.047191050171955386
784427,0.10641178180906564
338068,0.04385258293830874
329629,0.8340148051201964
113787,0.5294083812941252
203540,0.04762270730611586
651214,0.06233475059850443
201370,0.8200013931846195
476381,0.06902937942420723
915265,0.04341726033730142
474798,0.5322859928152167
719689,0.021166316696459016
412655,0.08680356322070698
277752,0.06322011364732512
802606,0.0509985154324152
125987,0.7171649013900785
658738,0.04612990319500688
889189,0.07081033859705888
706482,0.09231803183490869
531267,0.28222713187337906
942505,0.0885924569716176
482784,0.03387712333448322
939997,0.04275164865642104
377166,0.3656087033584331
231926,0.03723563579341215
176651,0.12447496341674943
257866,0.3332832421942883
611931,0.031447105406410096
366275,0.037776309483266976
191757,0.03756486992219834
226569,0.2611777470955565
326799,0.06828350469770315
596151,0.1202539029433214
883193,0.2920575603692941
484656,0.38530037364699726
591478,0.03789731783174807
644854,0.16860880613986787
941581,0.05786743676256529
970704,0.0439763236877612
671104,0.02294268626593843
605449,0.26790129174379523
714827,0.06234020430914947
573043,0.7513377158465456
113680,0.03871016715885813
123503,0.08983393647621972
346346,0.05407477689474884
951809,0.10795541696621012
615098,0.05574975438397514
699715,0.028634282239781476
840866,0.08987533994728455
266799,0.03791246898285811
317131,0.11355911122772859
742332,0.27172072086188226
699479,0.0586627803665213
805118,0.2402462761212339
558782,0.03971966003140752
508840,0.025950175982164328
906755,0.11736734485455491
193533,0.0612424491517345
772363,0.03321659176557069
547284,0.03768668471124541
520405,0.04978459818141974
365655,0.17045892563858978
662595,0.731938339717895
468769,0.10428332591591798
291644,0.041013279376451585
731503,0.3886702815341277
594134,0.053391169973469765
128805,0.06531606245388881
887876,0.057454966777181586
563616,0.051097848742840374
212992,0.06838891831491185
616978,0.026598003408486722
263193,0.03434562846655568
770567,0.05405497158444274
761233,0.05491370943415548
354673,0.06554369619644604
727914,0.0320884178523872
632569,0.07426046222980631
129143,0.06925398487101281
114071,0.042654487097375446
357009,0.027973180342097167
425626,0.06299892564100554
948230,0.2571867270142516
853830,0.04090999178098589
400981,0.08703187397943689
639476,0.8812834199596868
502379,0.05842084435620798
687983,0.026686380836204265
275643,0.08331497493344268
237839,0.06252844379768348
239402,0.4829093254605737
514148,0.07265433280447298
655574,0.06715347378222458
424505,0.04699418620339176
261742,0.34674882197613227
830778,0.08385194723478118
307564,0.07430478921285431
181282,0.4767423686000265
579268,0.3927399760071662
517628,0.06153190966962521
311591,0.04985628383391743
407559,0.09737157725112719
951533,0.06529478740556853
721635,0.044399366512934704
850812,0.2801405947845265
107682,0.026385685855470097
666748,0.05416671758076015
741527,0.13171036109655898
142367,0.05244900485653515
462241,0.1464695891934599
774990,0.04489502922917637
136689,0.05133877052047063
164173,0.028908572173059754
804037,0.03527728489388034
457631,0.0487228279557006
791214,0.07617381355629664
878170,0.02028874655008434
903342,0.05975358039527674
906625,0.054963502143029086
198012,0.07454669937865326
423121,0.21979114706418396
156421,0.044208099058227174
889223,0.05084229500185663
791237,0.14350649866563323
384223,0.055651754787428453
920888,0.05249959857333432
376661,0.030512465738536405
519558,0.08018678757287499
509405,0.03919866565204405
791661,0.04311487237247366
838833,0.06893643521833738
825702,0.029383474860600854
283713,0.07891822202101924
108910,0.0479722806368641
273331,0.053374164812396256
261172,0.06008296087859619
761571,0.7670528710516245
557998,0.027196920205446704
703637,0.04196428799852019
160766,0.057137032444311016
292105,0.11047946287124154
629895,0.04759272047875527
774393,0.03358039733753472
823228,0.042435085109348646
760033,0.06842465109625469
964709,0.04098751451115522
961596,0.11690151039958535
261557,0.03163989742523116
398386,0.05639178743318359
277847,0.06482762099636029
347117,0.05220414557591899
509511,0.03762572374843211
135224,0.055762847654960895
774196,0.053143340432498645
792898,0.06243780038725896
146314,0.06967577403216216
988194,0.09690221021732988
395927,0.03371230892544386
327809,0.0598561216375152
736873,0.5647647136451912
516580,0.28597437847762697
985329,0.05731405106327204
558567,0.05537624201364796
925730,0.31894805537711524
164744,0.05322454903423857
503998,0.034862862007188564
282684,0.051810049517453285
808384,0.0691632783490816
677653,0.3032398766803203
257897,0.07270241493218695
218317,0.21275678742870469
559583,0.026689424785791994
702925,0.09769746398195303
398657,0.0660493939669841
487712,0.027154724331300603
581840,0.0673137744781879
962115,0.06324683922939832
382155,0.12087336805816053
741023,0.20189273991977486
935298,0.03927263235143268
757002,0.12181083665084842
141073,0.10780662687376838
260333,0.05336099106798826
874774,0.06786730970341598
588209,0.11636170760394121
235081,0.05652960689320132
107084,0.30096553517126295
776069,0.06047524651545773
172979,0.07411815082561768
908725,0.06338265092744508
766796,0.05745822239252742
780310,0.10934261671928991
819765,0.04701863642154922
430225,0.0682864555127238
932885,0.05617272027984251
282265,0.41482175292655066
260373,0.03812455179700399
321170,0.037877796100808034
290568,0.06024363876078491
556679,0.09956318667203885
103617,0.0243470698869212
293186,0.04553483779990833
552893,0.5210984555196198
518121,0.17451259112837503
613049,0.050483508918406625
687696,0.11173629956206932
711788,0.10973887406850515
431456,0.31365133142407114
875671,0.021756955461387773
484021,0.023838932807685613
236313,0.028315826718861667
622396,0.05324867382673886
823381,0.040279986061625056
187789,0.05043541193610912
839701,0.02364577683811682
685317,0.07202131410531551
677132,0.0861846736642823
121744,0.07848242984151782
219806,0.09636219810765345
919629,0.7433281771229715
888312,0.04181604870916596
892436,0.050711089235304416
452788,0.03000659508858777
163672,0.0806826008044939
815566,0.12490956467689769
598304,0.060626695481534064
102554,0.12508586038361927
742910,0.06397983404550184
764844,0.09793042226323326
416635,0.05721281844255572
350848,0.05819986126874295
470818,0.20887827024117123
112219,0.11470082417007108
777822,0.08245887726526538
830386,0.029330501460547158
268295,0.03878959826744594
588958,0.02034698527711888
376112,0.13502621126716682
514275,0.048949162136568525
625874,0.0781347430441038
525295,0.45224697874469677
503410,0.05778867500984402
663505,0.2018902331857889
634361,0.024128345257589626
769693,0.11930032434104387
721139,0.5825278744266638
663983,0.062169095518747365
779566,0.04833892807235413
284570,0.02630971065839781
338882,0.03480436831996205
364089,0.040062311276542424
624286,0.035459828576504336
193216,0.03795670180944535
323768,0.05222942299642059
168181,0.044226922506709156
616794,0.4436382710876581
396977,0.26081150509601075
538185,0.03374282113365444
526965,0.029226297219489716
733420,0.07049463868134324
782369,0.03715275328358397
599377,0.03308473279996353
758934,0.07093206490799905
301650,0.45298214513039176
250423,0.25840032831251963
792025,0.028261278305545128
167555,0.04107173404728043
473616,0.10886039680487479
489903,0.27864872381917355
451261,0.08698761317213936
961710,0.3528571370112848
206927,0.36604239960241597
976333,0.5830474611219957
212032,0.04655284173445882
483343,0.04817879342716001
966042,0.040976984823457
350008,0.03327438206039251
671255,0.11821732250243304
722566,0.041507386400447495
110031,0.06203529764535866
362821,0.04929487870684232
809080,0.049049217393438656
830009,0.04235810684116417
415836,0.03159341010051315
809321,0.04004734121479997
919932,0.046433009142009575
900638,0.4156324968209409
292525,0.08292254208966915
377981,0.061486447765733386
145291,0.5071260893483617
315570,0.05813711771657666
634587,0.030675326494190767
504885,0.05541896151466008
590261,0.05854066892316829
757109,0.05971172945725368
680181,0.06179154325491107
851343,0.056251724585779254
353504,0.06661854618180245
255646,0.5411770846564231
760419,0.06916082112276148
683943,0.10989099253408742
175460,0.2275326549027405
904416,0.07638993316110718
627698,0.04849772111649892
330021,0.1049789071275001
249346,0.14902987401078022
826346,0.06185957062966856
220053,0.7551029435766513
570394,0.028387167910999555
421228,0.046552907282957204
628649,0.05016577055765263
104061,0.025045908285697485
155920,0.045317981466228924
712901,0.05175637185116993
721599,0.03508166992664194
511978,0.34595986671554707
511452,0.06095718412143348
105174,0.040665463812908746
136226,0.0379310115394299
699591,0.049694503292049615
419037,0.027650283829304834
876037,0.7015501721313574
362559,0.039740656607635184
291680,0.3864246901211647
733338,0.040230149469149386
439891,0.34857387296604425
208916,0.06472171893352986
227745,0.04715560273667247
504364,0.03790576961980125
292595,0.03937798417576323
717721,0.08055119617378408
366168,0.048650047037226904
910012,0.127153438253444
268179,0.03636615969159511
621760,0.10666930118889406
975254,0.03175144101560411
788683,0.28985608033103333
923077,0.05704629707507896
547388,0.3098738561306574
773048,0.10929805102517053
944699,0.059941177393176746
789430,0.08522923591333421
502477,0.0368440135841395
875944,0.19206179483122623
325272,0.03618170888681207
228527,0.07383092312778965
781482,0.11747802393886411
667867,0.7095811719458871
367892,0.05376351942151325
136584,0.05970059300340056
291901,0.07096491439499113
349743,0.0490848359599562
861705,0.027744311939511164
566659,0.04484618531571389
512030,0.021290853822887035
914268,0.04906366822085719
642152,0.04199407979766575
426463,0.049973148949900854
511344,0.05537853178088414
921066,0.1063135384595089
985584,0.03340908818372333
661083,0.14919483484255594
996114,0.1883542637976327
387514,0.06979393015899857
381528,0.03592605109407355
162961,0.03132486643223146
555013,0.035885075072404744
535152,0.35701866915991254
475115,0.05916321350592171
935447,0.06684498735334854
843198,0.03134379796566182
631515,0.040195689780733374
622904,0.042102953157380524
145988,0.05087325719105784
959390,0.05139505282454344
907198,0.039749527393900974
487453,0.0631192054426526
800533,0.3462691527316983
476283,0.055397793677249764
343972,0.4976720938940896
741149,0.2164424324740186
245990,0.0647682294651831
165516,0.08393390982101653
874280,0.06616085446062106
678128,0.2341131274997442
554259,0.06563665643543261
852922,0.05329878238734504
186697,0.04130410992004294
774948,0.041364360408385814
316189,0.08768467002245786
556867,0.047243093836956095
519834,0.09546916205851146
386427,0.06195295088357573
508180,0.05869884635964294
431624,0.04254596899647841
898887,0.06276652314122785
882939,0.04411799193494709
470949,0.5363089279018871
223051,0.055330989023948396
483352,0.30740553532700454
158992,0.07037567585434548
900835,0.21074125871555482
483440,0.0290801033956095
775866,0.032111502466088016
138479,0.05467996734756694
456408,0.10725600397541298
439842,0.03192695535509672
593003,0.05351945999293906
641365,0.10219719022703641
733316,0.04324779037069988
194454,0.06856441130861668
304062,0.05686744174531595
425695,0.023140601931675924
533038,0.021692674610081182
184894,0.054304981910811664
555385,0.3972205331086198
922638,0.035130372638914976
688754,0.03553370354704125
399874,0.06058234180905288
929291,0.04099859237265413
568532,0.21944626599964864
842824,0.035441336839344306
764804,0.6187694700255602
979210,0.8531494211660523
203367,0.053981887736838284
721106,0.027199336368006397
431805,0.034152481486898305
148561,0.089114110296726
155910,0.06320703894368315
719584,0.05290265399970221
547841,0.0369453012602591
370363,0.0462189882249442
987459,0.4205721590154108
524623,0.0427211689451803
318506,0.061334267516518805
738065,0.1594848226584102
536910,0.056025580545428534
113505,0.05774900030421511
528115,0.030758721604925363
998104,0.049809660668925206
701941,0.07282556226380887
600765,0.09319490947412173
912236,0.03158493230890279
715343,0.05827776608674723
169560,0.059464312448593536
982541,0.060937889679620896
954441,0.06071079915849788
505052,0.29566175375557746
161650,0.054634884589671556
679545,0.15158720121870312
529279,0.053209289237438236
332491,0.2663564115371571
423585,0.5617955216356043
285703,0.022746201474488355
943858,0.045580579366696336
934020,0.047411800894734527
127458,0.07388861332142782
477970,0.04483197892102367
790396,0.12669260324487958
798212,0.052975723298904466
143358,0.0641150878221672
738403,0.04618196204403527
943637,0.10298974075901138
747813,0.03247610940165206
594268,0.04993042871271075
111832,0.03212542211286646
452341,0.0638098362918817
613068,0.8347785187463695
480200,0.02981787142480517
116804,0.0559345036090932
242523,0.10933834618388477
202576,0.19281130279641917
630895,0.0650532820231632
376354,0.12594119454340422
372225,0.05533239256105984
476713,0.6271882109592603
627363,0.10154216016535791
853093,0.04636102385228181
362776,0.11264428290184599
954885,0.032112158932806695
676826,0.1351571595631476
387586,0.8075738529663702
296504,0.19036974729553746
579583,0.05465777691892209
206907,0.6869929768940002
803662,0.025019115258855345
722665,0.0411744891255923
973640,0.03843066550383329
532815,0.07296010530685708
259070,0.058858722652681654
159704,0.04657041387193715
990664,0.13839916681423614
312624,0.04950855101645041
613697,0.0295634203098635
783332,0.04789445229447472
772131,0.20220806379374945
626397,0.12987296740768325
432438,0.0448922543892962
360201,0.17007502436629193
884791,0.050378476517201426
784121,0.022292729305370997
621563,0.023587425693505613
773517,0.11940791193205098
596094,0.08112146359471277
339244,0.06075426248830972
829911,0.06216669061253555
598316,0.13781326789173923
189458,0.028011726917056425
823422,0.034485868029179335
104967,0.043855226182217585
331844,0.04447828109960173
405309,0.06726112794021902
515004,0.05170044833310767
877246,0.06928033559529229
574715,0.02990556441241281
859845,0.0556197490331624
113391,0.04680927690563803
122758,0.04761110376047937
710696,0.3468510553615867
391468,0.04923719434006438
669517,0.025284159719316673
985862,0.03941845394659796
634561,0.05794640964184454
782111,0.0447098250903609
916633,0.06317919966162833
434053,0.05347214426530699
739961,0.04451188428581761
961165,0.035109369423115336
384901,0.04108519488360564
337796,0.029783170685559666
181668,0.059979884686721434
685269,0.02744942388262536
226249,0.19561999163278504
237906,0.4461438114278136
905164,0.05884433783380508
243348,0.06456317252906117
355221,0.07034922871129787
741014,0.050422038521344165
634162,0.22114345431866655
829267,0.03526846383087475
511632,0.09187188681391609
339174,0.06767271806730303
656992,0.044719930165187924
275191,0.029146401091569366
108926,0.14889832604271033
910538,0.037010759700703985
218542,0.029277427283955805
271838,0.054840464260228754
779496,0.05422095876554527
863441,0.053446660604721544
623121,0.09335269989916006
902757,0.10252912881616287
269790,0.07623023142752729
543630,0.04480940644618783
719944,0.48255339615018245
793652,0.05162948915596668
312255,0.049318073266562554
378575,0.04973028644287772
738702,0.03196071921449906
376044,0.07931390034470738
987982,0.05829924389593137
151938,0.12448839490186579
834468,0.05999175556361727
375431,0.07306995894661296
565905,0.06774576639633165
976179,0.059277991872437236
248338,0.0247925780339005
691635,0.10326228056954424
235231,0.07494430817574935
408460,0.03316522073571935
246485,0.05493080516911835
842822,0.23405441001167993
654204,0.029960804030368507
993495,0.041912990023969365
448062,0.07556230321771244
758525,0.02464070784873761
393125,0.04342602330179973
878284,0.5785264379662053
607521,0.04073364695640597
149654,0.16224112648388544
452703,0.14003589107973757
154128,0.03993123423677139
871565,0.03303377426978064
428066,0.04041814398016501
815201,0.06089466778319333
305739,0.042813526773347335
959156,0.24135773555276324
609625,0.08975209409046171
660734,0.0335609119608166
440396,0.06973125169331124
816923,0.32849259452413604
282232,0.056440756334028196
255688,0.04962021480092696
913695,0.03768597584664349
499950,0.037041382624764654
756911,0.04474684363396619
330524,0.04972149645765323
732539,0.08998758296829504
517668,0.032400827933766384
744812,0.03695646973005603
353231,0.06594466354975476
665014,0.05798213025953325
236358,0.0635318739608562
306780,0.036597607862633164
680302,0.13960930300325003
237672,0.06381085263177606
349135,0.03226152906156742
350626,0.059946278340126634
722005,0.04315227837494165
543884,0.08414709206825051
417860,0.1676720553422185
884523,0.12994825450304515
769775,0.792230079132115
216516,0.027991675613610337
849763,0.04853737346639472
129978,0.05549213897445232
385873,0.1067754227704245
166015,0.2459458850607884
539837,0.30070698231062737
340729,0.07829225027367959
817019,0.05716909318812132
518359,0.033675201974658175
890386,0.03242772470877204
357487,0.05918164347263164
810870,0.6384579568011092
884822,0.06899510110960516
626494,0.023041571912488516
822487,0.06627298639700399
979979,0.26763449345525253
201017,0.04322616418316788
631627,0.1468563263180611
790135,0.07631297706737501
236296,0.055213256059797114
917110,0.056552985551768645
668342,0.08981924711480191
538537,0.06996704629945585
803156,0.4044995656150406
798276,0.029507712891672793
808968,0.14536575692876016
233445,0.10274674300697997
878457,0.04292967607111851
257589,0.05243133854497896
620716,0.7507589414388228
492307,0.07665151020616366
914249,0.060756964003190715
814795,0.049012317152129024
223327,0.07985166142019604
999666,0.03786346576044566
232597,0.04128289037071586
732847,0.029380883322064462
797579,0.49813921829292285
238331,0.03655818406310891
344632,0.050784590021620786
678360,0.5620840146357119
873791,0.09088351998816202
972455,0.32709017257820266
697697,0.09252403813380337
995909,0.04889880952035417
220057,0.14036260472401732
776053,0.056165656416594184
229253,0.03638985920143997
404191,0.0522831769161307
175798,0.07586103574457667
305320,0.053658791354545626
963293,0.06713175304277577
494345,0.1812638267439993
796487,0.017269177760874548
902844,0.023872381459191724
979285,0.061050396965699576
236894,0.07904943354182908
996596,0.05480167686727322
496284,0.040785090880551676
406779,0.01709386769809849
838391,0.08984675442610035
609622,0.06656475355192974
524636,0.059489319376857336
632879,0.04797955095284887
880775,0.05319687538050097
625921,0.1028839246319748
953770,0.07473908700935775
885556,0.07691372983591405
240908,0.5480935510779897
418944,0.054441314709126
278104,0.12979242742869818
637269,0.21889129100062904
440836,0.162374967913313
343235,0.03298142065948695
990724,0.04046311116008361
418601,0.04021974849450957
548858,0.20630411107198066
974002,0.03297141090917133
217566,0.017644281519119922
240047,0.03858599623055585
980393,0.091836152768349
817291,0.05399575340914437
256451,0.4459590332497216
516430,0.03111014727694179
942895,0.035685435941085544
264370,0.07403992660641918
451367,0.022246598691595208
240715,0.04587401436425085
964667,0.8410508217485875
206119,0.09585777681969342
627723,0.0578002524535002
323589,0.14674583785812212
898537,0.049420314161796285
221875,0.284987505293258
771612,0.058776838065464375
417966,0.02390389990819191
229594,0.039025047859727095
347237,0.048716593111093845
720756,0.028435557920290785
359387,0.04402887404777743
502282,0.06564913372115797
707891,0.1091423625491385
701641,0.30246313970468924
911058,0.0450726834968192
778648,0.0582767291206018
150740,0.035617447672117386
726459,0.034096292599893774
352835,0.06545821233780784
998199,0.036424629238746876
537770,0.05433726634656537
913598,0.07682022637257048
424160,0.031017526538330596
891122,0.02656961104835581
285053,0.04549945813194308
180572,0.0829441132993739
431017,0.1148610758317352
623249,0.030801704286490067
268030,0.6022804289984833
733656,0.049746729395468106
472161,0.03883975397540821
105251,0.4765571370134274
702364,0.07285238897295057
406237,0.028793735734236145
284252,0.7341827971005511
422300,0.04362538787232374
206226,0.10555164165209704
112294,0.055220235870121766
506467,0.07555253441984106
779201,0.05324652314016688
177181,0.05705474910283942
739077,0.0851593473843558
780166,0.22863743475283252
715140,0.051023961630113225
987739,0.03503917297099216
610130,0.037180792475654256
346603,0.03308793922598913
396122,0.09567625403056051
362859,0.45718496145089665
122466,0.2394958151930565
505563,0.1254753281915086
208188,0.062379596539022274
105897,0.04130015893642002
936345,0.09381066090265297
611401,0.06715801201468324
893527,0.1684746694491916
278044,0.036792658564474945
507638,0.039267098561726096
684265,0.07787800086203954
953274,0.028630626134399043
903090,0.05243600373149291
550553,0.5033169042641739
780792,0.0910835588821514
774879,0.07767592877721283
412912,0.04227847555131281
888346,0.05147235427438572
655159,0.04834826133309452
417003,0.06554811916598965
801696,0.04529071304996641
812223,0.12026183384814423
180807,0.057803986550444865
776141,0.0631448041045517
438243,0.33237789174678406
345123,0.04485029252493029
217136,0.10611198185373721
668640,0.08103161548281264
584534,0.026919910385961233
951542,0.09784245123459838
400005,0.27596477395671265
292800,0.14327870864697503
427255,0.08889015202168966
478722,0.03728509525180998
334717,0.0347864300018893
959754,0.5091522866952438
349631,0.280150311964776
660768,0.03595379871990302
551886,0.06067085939593812
103390,0.06168031088875766
480980,0.07939900908953341
504579,0.8801016733619644
861856,0.038004452365035836
154287,0.7244971540361024
972101,0.03964931671910228
855398,0.12665512401339568
672857,0.03912954343819824
353344,0.03889208856107768
902979,0.7754083834830877
665115,0.0782171103815743
537589,0.06175262128124606
299325,0.04982288230969201
238839,0.05102893037700886
660438,0.05793754613348933
497205,0.04947998421079286
437779,0.05402869913144431
332773,0.11549110833801587
597293,0.05114493778815878
817638,0.17950466676947288
216981,0.049571247047001755
580720,0.06086261243673805
128262,0.062140941859460695
547771,0.048842371642439396
274688,0.0581671414216178
437111,0.23520586271791832
603592,0.3801090441686212
331864,0.07748022634661922
132021,0.07066212399226927
184088,0.03358859811521541
429547,0.039368048941162734
795809,0.21046834079993185
663319,0.04864905183195616
349035,0.049952994188326
331143,0.130045700404291
394480,0.08180080059551884
985330,0.03450962736012973
370460,0.0771573099733441
202413,0.1089334968114378
648274,0.03716315427373958
436176,0.04685242926394772
197958,0.04503336042189647
926576,0.04092644621313108
